folder,photo,iou,area_old,area_new,area_ratio,h_old,h_new,h_ratio,w_old,w_new,w_ratio
6700,IMG_20260604_070525_1,0.9316,906306,962451,1.0619,1200,1242,1.035,1241,1229,0.9903
6700,IMG_20260604_070526,0.9209,902766,949877,1.0522,1200,1261,1.0508,1164,1139,0.9785
6700,IMG_20260604_070526_1,0.9312,884490,933740,1.0557,1200,1255,1.0458,1164,1152,0.9897
6700,IMG_20260604_070526_2,0.9309,911604,964928,1.0585,1224,1268,1.0359,1216,1203,0.9893
6703,IMG_20260604_063437,0.7372,485614,633315,1.3042,1046,1037,0.9914,1149,1248,1.0862
6703,IMG_20260604_063438,0.8055,668265,751541,1.1246,979,948,0.9683,1469,1562,1.0633
6703,IMG_20260604_063439,0.6815,658913,904439,1.3726,1012,985,0.9733,1415,1939,1.3703
6703_2,IMG_20260604_063820,0.9192,601182,633224,1.0533,888,941,1.0597,1433,1401,0.9777
6703_2,IMG_20260604_063821,0.897,601098,636578,1.059,840,890,1.0595,1459,1414,0.9692
6703_2,IMG_20260604_063822,0.9165,612436,642601,1.0493,912,915,1.0033,1482,1498,1.0108
6703_2,IMG_20260604_063822_1,0.9055,469511,497439,1.0595,964,966,1.0021,928,941,1.014
6703_2,IMG_20260604_063824,0.9199,551538,580865,1.0532,888,909,1.0236,1331,1286,0.9662
6703_2,IMG_20260604_063825,0.9049,499548,527555,1.0561,888,909,1.0236,1152,1120,0.9722
6703_2,IMG_20260604_063826,0.8817,492913,530973,1.0772,922,922,1.0,1020,1056,1.0353
6703_2,IMG_20260604_063827,0.912,458434,481369,1.05,912,922,1.011,908,948,1.0441
6703_2,IMG_20260604_063827_1,0.9132,499404,527138,1.0555,882,928,1.0522,1178,1145,0.972
6703_2,IMG_20260604_063828,0.9127,529224,558947,1.0562,888,915,1.0304,1280,1268,0.9906
6703_2,IMG_20260604_063829,0.9123,534354,564645,1.0567,912,941,1.0318,1305,1268,0.9716
6703_2,IMG_20260604_063829_1,0.9136,551730,582595,1.0559,912,941,1.0318,1280,1267,0.9898
6703_2,IMG_20260604_063830,0.9139,533454,563105,1.0556,912,934,1.0241,1306,1267,0.9701
6703_2,IMG_20260604_063831,0.9134,527418,557628,1.0573,912,928,1.0175,1280,1254,0.9797
6703_2,IMG_20260604_063832,0.9151,536700,567331,1.0571,912,947,1.0384,1306,1286,0.9847
6703_2,IMG_20260604_063833,0.9143,534852,566561,1.0593,912,947,1.0384,1357,1344,0.9904
6703_2,IMG_20260604_063833_1,0.9148,542448,574108,1.0584,912,947,1.0384,1383,1344,0.9718
6703_2,IMG_20260604_063834,0.9152,548400,580273,1.0581,912,953,1.045,1382,1350,0.9768
6703_2,IMG_20260604_063838,0.9337,4366651,4633078,1.061,2129,2238,1.0512,2664,2639,0.9906
6703_3,IMG_20260604_064052,0.9115,1074114,1141050,1.0623,1500,1587,1.058,1715,1708,0.9959
6703_3,IMG_20260604_064054,0.9136,1076772,1135273,1.0543,1368,1434,1.0482,1690,1651,0.9769
6703_3,IMG_20260604_064055,0.9135,1066518,1126601,1.0563,1368,1414,1.0336,1664,1657,0.9958
6703_3,IMG_20260604_064055_1,0.9136,1018626,1081725,1.0619,1344,1389,1.0335,1664,1626,0.9772
6703_3,IMG_20260604_064056,0.9165,1046400,1109305,1.0601,1368,1440,1.0526,1651,1625,0.9843
6703_3,IMG_20260604_064057,0.9232,1091616,1153143,1.0564,1344,1414,1.0521,1684,1677,0.9958
6703_3,IMG_20260604_064058,0.9225,1111260,1174102,1.0566,1464,1536,1.0492,1824,1799,0.9863
6703_3,IMG_20260604_064102,0.9161,1333440,1416619,1.0624,1518,1612,1.0619,2266,2240,0.9885
6703_3,IMG_20260604_064102_1,0.9203,1344144,1431971,1.0653,1530,1606,1.0497,2240,2220,0.9911
6703_3,IMG_20260604_064103,0.9162,1291596,1375528,1.065,1476,1575,1.0671,2125,2093,0.9849
6703_3,IMG_20260604_064104,0.9154,1233942,1313616,1.0646,1500,1587,1.058,1996,1959,0.9815
6705,IMG_20260604_070123,0.9207,562050,592028,1.0533,840,877,1.044,1228,1203,0.9796
6705,IMG_20260604_070123_1,0.9185,306720,320502,1.0449,864,909,1.0521,588,570,0.9694
6705,IMG_20260604_070127,0.936,644460,677428,1.0512,888,928,1.045,1433,1402,0.9784
6705,IMG_20260604_070127_1,0.9189,614970,650584,1.0579,888,934,1.0518,1383,1369,0.9899
6705,IMG_20260604_070128,0.9043,601908,632528,1.0509,912,935,1.0252,1434,1408,0.9819
6705,IMG_20260604_070128_1,0.9068,682182,720928,1.0568,888,915,1.0304,1639,1625,0.9915
6705,IMG_20260604_070129,0.9252,623238,661981,1.0622,888,908,1.0225,1459,1440,0.987
6705,IMG_20260604_070129_1,0.9173,641136,681689,1.0633,870,915,1.0517,1459,1440,0.987
6705,IMG_20260604_070130,0.9236,662760,704685,1.0633,870,909,1.0448,1485,1485,1.0
6705,IMG_20260604_070130_1,0.9203,630336,670894,1.0643,870,922,1.0598,1459,1446,0.9911
6705,IMG_20260604_070130_2,0.919,630798,667267,1.0578,870,909,1.0448,1434,1408,0.9819
6705,IMG_20260604_070131,0.9152,558462,593946,1.0635,834,889,1.0659,1331,1293,0.9715
6705,IMG_20260604_070131_1,0.924,636600,669531,1.0517,1416,1498,1.0579,896,896,1.0
6705,IMG_20260604_070131_2,0.9157,610452,646285,1.0587,912,941,1.0318,1485,1452,0.9778
6705,IMG_20260604_070132,0.9219,615762,652001,1.0589,1344,1395,1.0379,1036,1024,0.9884
6705,IMG_20260604_070132_1,0.9238,639162,678852,1.0621,1368,1440,1.0526,1062,1056,0.9944
6705,IMG_20260604_070132_2,0.923,679620,714935,1.052,1416,1472,1.0395,1062,1056,0.9944
6705,IMG_20260604_070134,0.9198,672576,712282,1.059,936,973,1.0395,1504,1478,0.9827
6705,IMG_20260604_070135,0.9177,647838,684421,1.0565,1296,1351,1.0424,1178,1127,0.9567
6705,IMG_20260604_070135_1,0.917,697572,740292,1.0612,936,992,1.0598,1510,1479,0.9795
6705,IMG_20260604_070136,0.9238,672318,712555,1.0598,930,973,1.0462,1485,1466,0.9872
6705,IMG_20260604_070137,0.9221,671058,707847,1.0548,960,1005,1.0469,1485,1459,0.9825
6705,IMG_20260604_070137_1,0.9234,668784,706094,1.0558,960,986,1.0271,1485,1472,0.9912
6705,IMG_20260604_070137_2,0.9224,675414,713087,1.0558,936,979,1.0459,1485,1460,0.9832
6705,IMG_20260604_070138,0.9259,666078,704905,1.0583,960,992,1.0333,1484,1459,0.9832
6705,IMG_20260604_070138_1,0.925,660360,696927,1.0554,936,979,1.0459,1484,1460,0.9838
6705,IMG_20260604_070138_2,0.9275,666156,702464,1.0545,936,973,1.0395,1485,1453,0.9785
6705,IMG_20260604_070139,0.923,655644,691729,1.055,936,980,1.047,1485,1459,0.9825
6705,IMG_20260604_070139_1,0.925,661548,698228,1.0554,936,986,1.0534,1485,1465,0.9865
6705,IMG_20260604_070139_2,0.9217,667302,703989,1.055,960,999,1.0406,1485,1453,0.9785
6705,IMG_20260604_070140,0.9247,671424,708155,1.0547,984,1024,1.0407,1485,1453,0.9785
6705,IMG_20260604_070140_1,0.9283,660804,700158,1.0596,936,960,1.0256,1453,1453,1.0
6705,IMG_20260604_070140_2,0.9279,662670,702396,1.0599,960,992,1.0333,1453,1453,1.0
6705,IMG_20260604_070141,0.924,659352,694086,1.0527,936,967,1.0331,1459,1434,0.9829
6705,IMG_20260604_070149,0.9216,588048,622508,1.0586,1296,1350,1.0417,1050,1037,0.9876
6705,IMG_20260604_070150,0.9185,658632,694334,1.0542,1320,1363,1.0326,1113,1094,0.9829
6705,IMG_20260604_070150_1,0.9215,595662,630223,1.058,1248,1312,1.0513,973,941,0.9671
6705,IMG_20260604_070151,0.9196,591264,627401,1.0611,1260,1331,1.0563,947,921,0.9725
6705,IMG_20260604_070151_1,0.0,584262,614683,1.0521,840,1299,1.5464,1434,916,0.6388
6705,IMG_20260604_070152,0.9101,599352,629959,1.0511,864,889,1.0289,1485,1447,0.9744
6705,IMG_20260604_070152_1,0.9195,581322,615119,1.0581,1272,1319,1.0369,947,922,0.9736
6706,IMG_20260604_065420,0.9432,275544,287257,1.0425,912,966,1.0592,704,685,0.973
6706,IMG_20260604_065421,0.9178,276264,287467,1.0406,624,640,1.0256,921,890,0.9663
6706,IMG_20260604_065422,0.9064,288072,303033,1.0519,624,627,1.0048,966,954,0.9876
6706,IMG_20260604_065422_1,0.9083,299514,313017,1.0451,792,819,1.0341,807,787,0.9752
6706,IMG_20260604_065423,0.9265,314298,329408,1.0481,792,819,1.0341,807,800,0.9913
6706,IMG_20260604_065423_1,0.923,304236,318277,1.0462,786,825,1.0496,807,800,0.9913
6706,IMG_20260604_065425,0.9303,278658,288704,1.0361,600,615,1.025,832,806,0.9688
6706,IMG_20260604_065425_1,0.9152,343026,357304,1.0416,672,698,1.0387,896,863,0.9632
6706,IMG_20260604_065426,0.923,313740,330695,1.054,624,634,1.016,889,890,1.0011
6706,IMG_20260604_065426_1,0.9125,336288,348571,1.0365,600,627,1.045,941,928,0.9862
6706,IMG_20260604_065427,0.9061,320856,334944,1.0439,600,628,1.0467,973,940,0.9661
6706,IMG_20260604_065427_1,0.9125,304212,314543,1.034,600,621,1.035,973,947,0.9733
6706,IMG_20260604_065428,0.9061,327540,337591,1.0307,600,614,1.0233,973,947,0.9733
6706,IMG_20260604_065428_1,0.9027,309120,320698,1.0375,600,621,1.035,992,973,0.9808
6706,IMG_20260604_065428_2,0.904,309294,319934,1.0344,600,628,1.0467,973,967,0.9938
6706,IMG_20260604_065429,0.9243,326628,340976,1.0439,648,665,1.0262,999,972,0.973
6706,IMG_20260604_065429_1,0.9165,329958,344257,1.0433,648,665,1.0262,1024,1018,0.9941
6706,IMG_20260604_065429_2,0.9246,298326,317795,1.0653,588,615,1.0459,807,806,0.9988
6706,IMG_20260604_065430,0.9225,310836,325785,1.0481,600,620,1.0333,985,966,0.9807
6706,IMG_20260604_065430_1,0.9206,315936,334583,1.059,720,736,1.0222,858,838,0.9767
6706,IMG_20260604_065433,0.9291,2654890,2812066,1.0592,1914,2021,1.0559,2460,2442,0.9927
6706,IMG_20260604_065434,0.9263,3176688,3383954,1.0652,2003,2123,1.0599,2307,2289,0.9922
6706,IMG_20260604_065435,0.9287,3312452,3529829,1.0656,2033,2155,1.06,2295,2295,1.0
6706,IMG_20260604_065450,0.9443,373356,385971,1.0338,648,679,1.0478,1095,1081,0.9872
6706,IMG_20260604_065451,0.9258,381756,401340,1.0513,696,697,1.0014,1177,1158,0.9839
7259,IMG_20260604_065718,0.9328,2636322,2803505,1.0634,1800,1907,1.0594,2828,2803,0.9912
7259,IMG_20260604_065719,0.9276,2474640,2630437,1.063,1524,1613,1.0584,2733,2713,0.9927
7259,IMG_20260604_065720,0.9242,2391930,2542856,1.0631,1338,1408,1.0523,3040,3040,1.0
7259,IMG_20260604_065721,0.9275,2426292,2573751,1.0608,1392,1447,1.0395,3027,3008,0.9937
7259,IMG_20260604_065721_1,0.93,2577138,2739499,1.063,1380,1453,1.0529,3129,3117,0.9962
7259,IMG_20260604_065723,0.9186,2443146,2601163,1.0647,1608,1702,1.0585,2976,2976,1.0
7259,IMG_20260604_065723_1,0.914,2462412,2622429,1.065,1704,1812,1.0634,3033,3027,0.998
7259,IMG_20260604_065724,0.9104,2344980,2498980,1.0657,1692,1792,1.0591,2970,2944,0.9912
7259,IMG_20260604_065725,0.9155,2373132,2528667,1.0655,1620,1728,1.0667,3001,3002,1.0003
7259,IMG_20260604_065725_1,0.9152,2351088,2499742,1.0632,1632,1715,1.0509,2995,2951,0.9853
7259,IMG_20260604_065726,0.9129,2389842,2545327,1.0651,1644,1734,1.0547,2912,2912,1.0
7259,IMG_20260604_065726_1,0.9159,2406108,2562345,1.0649,1656,1741,1.0513,3008,3008,1.0
7259,IMG_20260604_065726_2,0.9179,2410380,2565696,1.0644,1656,1728,1.0435,3040,3015,0.9918
7259,IMG_20260604_065727,0.919,2460954,2618789,1.0641,1560,1625,1.0417,3200,3180,0.9938
7259,IMG_20260604_065728,0.9163,2449938,2607185,1.0642,1584,1664,1.0505,2662,2644,0.9932
7259,IMG_20260604_065729,0.9201,2478174,2636449,1.0639,1584,1671,1.0549,3123,3079,0.9859
7259,IMG_20260604_065729_1,0.9238,2497914,2653916,1.0625,1560,1632,1.0462,3174,3149,0.9921
7259,IMG_20260604_065730,0.9197,2371350,2523410,1.0641,1530,1632,1.0667,2867,2823,0.9847
7260,IMG_20260604_064948,0.9111,628134,666975,1.0618,1044,1101,1.0546,1408,1376,0.9773
7260,IMG_20260604_064949,0.9327,578916,605926,1.0467,1080,1127,1.0435,973,967,0.9938
7260,IMG_20260604_064953,0.9146,636642,673839,1.0584,1092,1152,1.0549,1254,1216,0.9697
7260,IMG_20260604_064954,0.9279,660168,703386,1.0655,1038,1101,1.0607,1389,1389,1.0
7260,IMG_20260604_064955,0.9243,663972,704961,1.0617,1080,1107,1.025,1433,1388,0.9686
7260,IMG_20260604_064956,0.9189,724116,763907,1.055,1080,1120,1.037,1459,1427,0.9781
7260,IMG_20260604_064956_1,0.919,694050,737738,1.0629,1044,1113,1.0661,1447,1427,0.9862
7260,IMG_20260604_064957,0.9287,685128,726803,1.0608,1074,1133,1.0549,1433,1414,0.9867
7260,IMG_20260604_064957_1,0.9274,681654,724420,1.0627,1050,1107,1.0543,1459,1414,0.9692
7260,IMG_20260604_064958,0.9232,683202,725635,1.0621,1050,1114,1.061,1434,1395,0.9728
7260,IMG_20260604_064959,0.9237,667458,707213,1.0596,1044,1114,1.067,1433,1395,0.9735
7260,IMG_20260604_064959_1,0.9222,666288,706867,1.0609,1056,1107,1.0483,1382,1370,0.9913
7260_2,IMG_20260604_065009,0.9168,846402,892347,1.0543,1050,1107,1.0543,1715,1689,0.9848
7260_2,IMG_20260604_065011,0.932,698352,727391,1.0416,960,998,1.0396,1562,1511,0.9673
7260_2,IMG_20260604_065012,0.9297,748062,784218,1.0483,984,1017,1.0335,1510,1491,0.9874
7260_2,IMG_20260604_065012_1,0.9263,746178,781718,1.0476,984,1017,1.0335,1562,1536,0.9834
7260_2,IMG_20260604_065013,0.931,745164,784247,1.0524,984,1024,1.0407,1549,1542,0.9955
7260_2,IMG_20260604_065013_1,0.9302,778392,817891,1.0507,984,1030,1.0467,1587,1543,0.9723
7260_2,IMG_20260604_065014,0.9254,777906,815179,1.0479,984,1024,1.0407,1639,1607,0.9805
7260_2,IMG_20260604_065014_1,0.9318,766056,803181,1.0485,984,1024,1.0407,1587,1575,0.9924
7260_2,IMG_20260604_065014_2,0.9226,689520,729252,1.0576,1008,1056,1.0476,1306,1267,0.9701
7260_2,IMG_20260604_065015,0.8759,694775,744629,1.0718,1017,1094,1.0757,1172,1197,1.0213
7260_2,IMG_20260604_065015_1,0.931,766986,804044,1.0483,984,1011,1.0274,1613,1568,0.9721
7260_2,IMG_20260604_065016,0.9326,791076,828753,1.0476,984,1011,1.0274,1613,1581,0.9802
7260_2,IMG_20260604_065016_1,0.9317,782994,820389,1.0478,984,1011,1.0274,1638,1613,0.9847
7260_2,IMG_20260604_065016_2,0.9305,788610,827875,1.0498,984,1011,1.0274,1664,1645,0.9886
7260_2,IMG_20260604_065019,0.9335,3994878,4244722,1.0625,2153,2264,1.0516,2761,2760,0.9996
7269,IMG_20260604_065913,0.9035,351216,369978,1.0534,816,832,1.0196,844,826,0.9787
7269,IMG_20260604_065915,0.9163,383790,406655,1.0596,654,692,1.0581,1049,1018,0.9704
7269,IMG_20260604_065917,0.921,414120,435656,1.052,672,685,1.0193,1280,1261,0.9852
7269,IMG_20260604_065918,0.9248,393714,413741,1.0509,816,825,1.011,890,896,1.0067
7269,IMG_20260604_065918_1,0.9306,423870,442006,1.0428,816,864,1.0588,1024,979,0.9561
7269,IMG_20260604_065919,0.9208,412782,426760,1.0339,816,838,1.027,948,915,0.9652
7269,IMG_20260604_065919_1,0.931,436254,456217,1.0458,816,839,1.0282,1101,1075,0.9764
7269,IMG_20260604_065920,0.9214,458010,483553,1.0558,792,806,1.0177,1229,1190,0.9683
7269,IMG_20260604_065920_1,0.9225,471378,494341,1.0487,792,806,1.0177,1228,1197,0.9748
7269,IMG_20260604_065921,0.927,452688,477694,1.0552,792,800,1.0101,1228,1204,0.9805
7269,IMG_20260604_065921_1,0.9237,477756,503305,1.0535,768,787,1.0247,1254,1229,0.9801
7269,IMG_20260604_065922,0.9271,454170,474589,1.045,744,762,1.0242,1280,1248,0.975
7269,IMG_20260604_065922_1,0.9263,462114,489447,1.0591,744,768,1.0323,1280,1254,0.9797
7269,IMG_20260604_065922_2,0.9275,459510,487098,1.06,756,788,1.0423,1306,1267,0.9701
7269,IMG_20260604_065923,0.9318,457668,486651,1.0633,732,775,1.0587,1299,1280,0.9854
7269,IMG_20260604_065923_1,0.9279,466710,495024,1.0607,732,781,1.0669,1305,1292,0.99
7269,IMG_20260604_065923_2,0.9286,478686,505570,1.0562,792,812,1.0253,1382,1357,0.9819
7269,IMG_20260604_065924,0.93,473256,500867,1.0583,768,812,1.0573,1357,1331,0.9808
7269,IMG_20260604_065924_1,0.9296,495366,523532,1.0569,744,768,1.0323,1402,1382,0.9857
7269,IMG_20260604_065925,0.9247,487368,513279,1.0532,744,761,1.0228,1408,1388,0.9858
7269,IMG_20260604_065925_1,0.9223,477120,500973,1.05,744,768,1.0323,1331,1318,0.9902
7269,IMG_20260604_065925_2,0.9159,474900,496926,1.0464,768,787,1.0247,1357,1318,0.9713
7269,IMG_20260604_065926,0.9266,459906,489166,1.0636,708,756,1.0678,1331,1312,0.9857
7269,IMG_20260604_065926_1,0.9245,455190,482412,1.0598,684,724,1.0585,1357,1312,0.9668
7269,IMG_20260604_065926_2,0.9203,479844,499958,1.0419,744,762,1.0242,1331,1306,0.9812
7269,IMG_20260604_065927,0.9108,477408,498010,1.0432,720,743,1.0319,1331,1299,0.976
7269,IMG_20260604_065927_1,0.9131,480528,498710,1.0378,720,755,1.0486,1331,1306,0.9812
7269,IMG_20260604_065928,0.9137,487398,505340,1.0368,768,787,1.0247,1357,1338,0.986
7269,IMG_20260604_065931,0.9356,4353501,4621139,1.0615,1746,1843,1.0556,3786,3768,0.9952
7269,IMG_20260604_065932,0.9304,4552369,4831852,1.0614,1722,1831,1.0633,3914,3889,0.9936
7269,IMG_20260604_065932_1,0.9361,4525717,4825140,1.0662,1842,1965,1.0668,3812,3806,0.9984
7898,IMG_20260604_065745,0.9308,918018,969027,1.0556,1056,1094,1.036,1690,1677,0.9923
7898,IMG_20260604_065746,0.9197,893958,950462,1.0632,1068,1133,1.0609,1728,1715,0.9925
7898,IMG_20260604_065746_1,0.9241,875478,929361,1.0615,1056,1101,1.0426,1760,1753,0.996
7898,IMG_20260604_065747,0.9272,875952,928653,1.0602,1056,1088,1.0303,1792,1747,0.9749
7898,IMG_20260604_065747_1,0.9218,900288,950620,1.0559,1080,1107,1.025,1792,1760,0.9821
7898,IMG_20260604_065748,0.9206,939438,986241,1.0498,1104,1139,1.0317,1818,1805,0.9928
7898,IMG_20260604_065749,0.9273,871398,927747,1.0647,1044,1101,1.0546,1728,1722,0.9965
7898,IMG_20260604_065749_1,0.9226,959628,1016727,1.0595,1098,1152,1.0492,1792,1760,0.9821
7898,IMG_20260604_065750,0.9252,881322,935188,1.0611,1080,1107,1.025,1792,1766,0.9855
7898,IMG_20260604_065750_1,0.9248,907332,950058,1.0471,1032,1088,1.0543,1792,1772,0.9888
7898,IMG_20260604_065751,0.9238,917910,971710,1.0586,1056,1095,1.0369,1818,1792,0.9857
7898,IMG_20260604_065752,0.9234,913458,972829,1.065,1050,1101,1.0486,1843,1818,0.9864
7898,IMG_20260604_065753,0.9181,936036,986371,1.0538,1056,1101,1.0426,1843,1805,0.9794
7898,IMG_20260604_065753_1,0.9335,916650,962019,1.0495,1056,1101,1.0426,1869,1843,0.9861
7898,IMG_20260604_065753_2,0.9256,892668,943435,1.0569,1056,1094,1.036,1869,1837,0.9829
7898,IMG_20260604_065754,0.9347,933636,979033,1.0486,1056,1095,1.0369,1843,1812,0.9832
7898,IMG_20260604_065755,0.9238,828936,882999,1.0652,1026,1094,1.0663,1575,1574,0.9994
7898,IMG_20260604_065755_1,0.9252,836046,888948,1.0633,1056,1095,1.0369,1639,1632,0.9957
7898,IMG_20260604_065758,0.9317,5028198,5348192,1.0636,2153,2277,1.0576,3506,3487,0.9946
7898,IMG_20260604_065758_1,0.9232,4936086,5247972,1.0632,2129,2257,1.0601,3302,3290,0.9964
7898,IMG_20260604_065800,0.9216,898968,950112,1.0569,1080,1139,1.0546,1716,1683,0.9808
7898,IMG_20260604_065800_1,0.9215,926982,981250,1.0585,1104,1152,1.0435,1741,1715,0.9851
7898,IMG_20260604_065801,0.9206,872652,924820,1.0598,1080,1120,1.037,1767,1741,0.9853
7898,IMG_20260604_065801_1,0.9243,908394,962317,1.0594,1080,1120,1.037,1741,1728,0.9925
7898,IMG_20260604_065802,0.9246,891300,938447,1.0529,1056,1114,1.0549,1741,1709,0.9816
7898,IMG_20260604_065802_1,0.9173,909654,956397,1.0514,1080,1120,1.037,1741,1722,0.9891
7898,IMG_20260604_065803,0.9195,896016,947222,1.0571,1050,1095,1.0429,1767,1735,0.9819
7898,IMG_20260604_065804,0.9133,912264,955846,1.0478,1056,1094,1.036,1767,1734,0.9813
7898,IMG_20260604_065804_1,0.9257,926730,975943,1.0531,1080,1120,1.037,1767,1747,0.9887
7898,IMG_20260604_065805,0.921,906426,947359,1.0452,1056,1088,1.0303,1767,1741,0.9853
7898,IMG_20260604_065805_1,0.932,878364,924546,1.0526,1056,1108,1.0492,1715,1703,0.993
7911,IMG_20260604_065354,0.9412,693318,730410,1.0535,912,953,1.045,1286,1286,1.0
7911,IMG_20260604_065354_1,0.9284,733212,781736,1.0662,906,953,1.0519,1324,1325,1.0008
7911,IMG_20260604_065355,0.9279,742416,789608,1.0636,912,973,1.0669,1369,1344,0.9817
7911,IMG_20260604_065356,0.9326,696990,735334,1.055,936,973,1.0395,1292,1267,0.9807
7911,IMG_20260604_065356_1,0.9308,703350,747696,1.063,936,967,1.0331,1286,1286,1.0
7911,IMG_20260604_065357,0.9325,710574,749773,1.0552,912,967,1.0603,1286,1286,1.0
7911,IMG_20260604_065357_1,0.933,718482,754728,1.0504,912,960,1.0526,1318,1306,0.9909
7911,IMG_20260604_065358,0.9278,707742,747163,1.0557,936,973,1.0395,1273,1274,1.0008
7911,IMG_20260604_065358_1,0.9282,690594,734505,1.0636,936,992,1.0598,1273,1274,1.0008
7911,IMG_20260604_065358_2,0.9293,692148,734508,1.0612,960,992,1.0333,1292,1286,0.9954
7911,IMG_20260604_065359,0.9255,681792,723804,1.0616,936,966,1.0321,1292,1274,0.9861
7911,IMG_20260604_065359_1,0.9248,684390,727917,1.0636,984,1024,1.0407,1318,1293,0.981
7911,IMG_20260604_065359_2,0.9264,697152,741195,1.0632,954,1012,1.0608,1369,1350,0.9861
7911,IMG_20260604_065400,0.9265,703236,749376,1.0656,954,999,1.0472,1395,1395,1.0
7911,IMG_20260604_065400_1,0.9273,709902,756521,1.0657,978,1024,1.047,1414,1414,1.0
7911,IMG_20260604_065400_2,0.9284,704856,750216,1.0644,984,1018,1.0346,1401,1402,1.0007
7911,IMG_20260604_065401,0.9287,698742,744226,1.0651,930,986,1.0602,1414,1414,1.0
7911,IMG_20260604_065401_1,0.9279,696672,741418,1.0642,984,1018,1.0346,1420,1421,1.0007
7911,IMG_20260604_065401_2,0.9268,697590,742278,1.0641,984,1011,1.0274,1433,1434,1.0007
7911,IMG_20260604_065402,0.9264,706554,752718,1.0653,984,1024,1.0407,1446,1446,1.0
7911,IMG_20260604_065402_1,0.9295,702828,747509,1.0636,960,999,1.0406,1440,1440,1.0
7911,IMG_20260604_065407,0.9037,3611672,3851036,1.0663,2105,2213,1.0513,3175,3175,1.0
7915,IMG_20260604_065331,0.8932,349404,363548,1.0405,648,679,1.0478,1178,1152,0.9779
7915,IMG_20260604_065333,0.899,255768,265717,1.0389,696,704,1.0115,871,838,0.9621
7915,IMG_20260604_065333_1,0.9351,264786,273972,1.0347,648,666,1.0278,742,717,0.9663
7915,IMG_20260604_065334,0.9194,455256,473742,1.0406,696,697,1.0014,1152,1126,0.9774
7915,IMG_20260604_065335,0.928,452106,474797,1.0502,648,653,1.0077,1152,1120,0.9722
7915,IMG_20260604_065335_1,0.9372,376626,391024,1.0382,648,672,1.037,1126,1101,0.9778
7915,IMG_20260604_065336,0.9254,376110,393132,1.0453,624,640,1.0256,1177,1165,0.9898
7915,IMG_20260604_065336_1,0.9284,373944,390813,1.0451,624,640,1.0256,1203,1184,0.9842
7915,IMG_20260604_065337,0.9289,402684,418811,1.04,624,627,1.0048,1280,1248,0.975
7915,IMG_20260604_065337_1,0.9333,409938,428782,1.046,600,621,1.035,1485,1440,0.9697
7915,IMG_20260604_065338,0.9273,386400,405414,1.0492,624,621,0.9952,1255,1216,0.9689
7915,IMG_20260604_065338_1,0.9231,322422,333946,1.0357,624,640,1.0256,1050,1017,0.9686
7915,IMG_20260604_065339,0.9326,405630,424410,1.0463,624,640,1.0256,1255,1210,0.9641
7915,IMG_20260604_065339_1,0.9308,382062,397783,1.0411,624,640,1.0256,1204,1171,0.9726
7915,IMG_20260604_065340,0.9233,336534,348735,1.0363,624,640,1.0256,1152,1120,0.9722
7915,IMG_20260604_065340_1,0.909,347244,352874,1.0162,624,634,1.016,1095,1075,0.9817
7915,IMG_20260604_065341,0.9206,322584,341889,1.0598,648,653,1.0077,1101,1069,0.9709
7915,IMG_20260604_065341_1,0.9224,323208,342195,1.0587,648,666,1.0278,1152,1107,0.9609
7915,IMG_20260604_065342,0.9414,319866,329045,1.0287,624,640,1.0256,1050,1024,0.9752
7915,IMG_20260604_065342_1,0.9394,313164,326643,1.043,600,621,1.035,1049,1024,0.9762
7915,IMG_20260604_065345,0.9299,4241801,4509885,1.0632,2081,2193,1.0538,2970,2964,0.998
