folder,photo,iou,area_old,area_new,area_ratio,h_old,h_new,h_ratio,w_old,w_new,w_ratio
6590,IMG_20260604_064637,0.923,832392,875214,1.0514,1272,1331,1.0464,985,979,0.9939
6590,IMG_20260604_064638,0.9319,755010,789050,1.0451,984,1018,1.0346,1536,1498,0.9753
6590,IMG_20260604_064639,0.9229,752190,800863,1.0647,984,1030,1.0467,1536,1511,0.9837
6590,IMG_20260604_064639_1,0.9199,735138,780226,1.0613,1032,1062,1.0291,1613,1580,0.9795
6590_2,IMG_20260604_065443,0.9288,337494,356117,1.0552,696,716,1.0287,998,966,0.9679
6590_2,IMG_20260604_065443_1,0.9243,340176,358590,1.0541,696,704,1.0115,1024,992,0.9688
6590_2,IMG_20260604_065444,0.9245,355014,371485,1.0464,672,691,1.0283,1101,1063,0.9655
6590_2,IMG_20260604_065444_1,0.9322,346146,364244,1.0523,648,659,1.017,1069,1062,0.9935
6590_3,IMG_20260604_065500,0.9478,364356,376426,1.0331,648,660,1.0185,1075,1063,0.9888
6590_3,IMG_20260604_065501,0.9389,362502,376128,1.0376,648,684,1.0556,1101,1088,0.9882
6590_3,IMG_20260604_065501_1,0.9376,325068,334734,1.0297,648,665,1.0262,921,883,0.9587
6590_3,IMG_20260604_065502,0.936,322218,330699,1.0263,648,666,1.0278,922,890,0.9653
6590_3,IMG_20260604_065502_1,0.9343,336174,340336,1.0124,624,640,1.0256,947,934,0.9863
6590_3,IMG_20260604_065503,0.9371,326412,339781,1.041,648,666,1.0278,947,909,0.9599
6590_3,IMG_20260604_065504,0.9426,324438,332712,1.0255,624,634,1.016,966,947,0.9803
6590_3,IMG_20260604_065504_1,0.9378,351162,359232,1.023,648,672,1.037,998,960,0.9619
6590_3,IMG_20260604_065504_2,0.9243,339132,353517,1.0424,672,679,1.0104,998,954,0.9559
6590_3,IMG_20260604_065505,0.933,344058,356423,1.0359,648,672,1.037,999,973,0.974
6590_3,IMG_20260604_065505_1,0.9324,335922,343992,1.024,648,646,0.9969,1024,992,0.9688
6590_3,IMG_20260604_065506,0.9268,326496,341043,1.0446,648,646,0.9969,1075,1050,0.9767
6590_3,IMG_20260604_065509,0.932,2476939,2636495,1.0644,1561,1658,1.0621,2460,2435,0.9898
6679,IMG_20260604_063741,0.8936,492739,537510,1.0909,749,851,1.1362,1312,1344,1.0244
6679,IMG_20260604_063742,0.8811,482416,536939,1.113,816,839,1.0282,1324,1401,1.0582
6679,IMG_20260604_063743,0.919,484647,512615,1.0577,797,819,1.0276,1252,1280,1.0224
6679,IMG_20260604_063744,0.8742,493731,536922,1.0875,768,838,1.0911,1257,1331,1.0589
6679,IMG_20260604_063745,0.8656,499233,561008,1.1237,807,851,1.0545,1318,1357,1.0296
6679,IMG_20260604_063745_1,0.8913,497216,538082,1.0822,752,845,1.1237,1302,1376,1.0568
6679,IMG_20260604_063746,0.8942,495049,538504,1.0878,777,845,1.0875,1331,1383,1.0391
6679,IMG_20260604_063747,0.8777,501967,550731,1.0971,784,877,1.1186,1321,1440,1.0901
6679,IMG_20260604_063747_1,0.9026,500972,527982,1.0539,775,838,1.0813,1312,1338,1.0198
6679,IMG_20260604_063748,0.9197,495259,521136,1.0522,762,819,1.0748,1306,1338,1.0245
6679,IMG_20260604_063749,0.8501,495309,571410,1.1536,784,845,1.0778,1264,1319,1.0435
6679,IMG_20260604_063749_1,0.8995,494558,534904,1.0816,809,826,1.021,1274,1324,1.0392
6679,IMG_20260604_063750,0.8916,495190,548883,1.1084,793,838,1.0567,1258,1299,1.0326
6679,IMG_20260604_063802,0.8785,463234,498574,1.0763,771,812,1.0532,1309,1344,1.0267
6679,IMG_20260604_063802_1,0.8927,455751,486674,1.0679,739,806,1.0907,1267,1306,1.0308
6681,IMG_20260604_063914,0.879,259553,276948,1.067,573,563,0.9825,890,916,1.0292
6681,IMG_20260604_063917,0.9059,264784,269156,1.0165,579,557,0.962,842,851,1.0107
6681,IMG_20260604_063919,0.904,292300,293211,1.0031,617,627,1.0162,871,864,0.992
6681,IMG_20260604_063919_1,0.9181,296471,306441,1.0336,614,627,1.0212,925,921,0.9957
6681,IMG_20260604_063920,0.8871,272049,288317,1.0598,605,627,1.0364,832,877,1.0541
6681,IMG_20260604_063927,0.9054,270904,277424,1.0241,618,614,0.9935,845,820,0.9704
6681,IMG_20260604_063927_1,0.9126,277746,287127,1.0338,633,621,0.981,857,877,1.0233
6681,IMG_20260604_063928,0.8806,299720,317726,1.0601,656,665,1.0137,998,1062,1.0641
6681,IMG_20260604_063929,0.901,311163,319564,1.027,691,679,0.9826,1001,1018,1.017
6681,IMG_20260604_063930,0.8833,315612,326671,1.035,672,685,1.0193,1075,1043,0.9702
6681,IMG_20260604_063931,0.8818,303318,313899,1.0349,672,678,1.0089,1050,1011,0.9629
6681,IMG_20260604_063931_1,0.8591,301165,333383,1.107,668,679,1.0165,957,1126,1.1766
6681,IMG_20260604_063932,0.9105,295572,309895,1.0485,624,660,1.0577,998,967,0.9689
6681,IMG_20260604_063933,0.9115,298896,309662,1.036,672,672,1.0,947,941,0.9937
6681,IMG_20260604_063934,0.9237,280116,293055,1.0462,648,672,1.037,948,902,0.9515
6681,IMG_20260604_063934_1,0.9129,287154,296481,1.0325,624,659,1.0561,871,857,0.9839
6681,IMG_20260604_063935,0.9235,300564,313712,1.0437,648,659,1.017,998,966,0.9679
6681,IMG_20260604_063936,0.9235,302820,314332,1.038,648,665,1.0262,1024,979,0.9561
6681,IMG_20260604_063936_1,0.9232,304818,317868,1.0428,648,659,1.017,999,992,0.993
6681,IMG_20260604_063942,0.9272,3011789,3175856,1.0545,2177,2296,1.0547,1977,1957,0.9899
6681,IMG_20260604_063943,0.9331,2849603,3025338,1.0617,1579,1677,1.0621,2448,2429,0.9922
6684,IMG_20260604_065957,0.9184,792762,839687,1.0592,1080,1133,1.0491,1472,1459,0.9912
6684,IMG_20260604_070000,0.907,451020,470423,1.043,1128,1171,1.0381,652,640,0.9816
6684,IMG_20260604_070001,0.9095,422040,425459,1.0081,768,787,1.0247,1178,1139,0.9669
6684,IMG_20260604_070002,0.9114,533892,566335,1.0608,936,960,1.0256,1107,1107,1.0
6684,IMG_20260604_070003,0.911,544044,578679,1.0637,912,972,1.0658,1139,1120,0.9833
6684,IMG_20260604_070003_1,0.9235,516462,549471,1.0639,834,883,1.0588,1113,1107,0.9946
6684,IMG_20260604_070004,0.9136,557964,595059,1.0665,888,940,1.0586,1190,1190,1.0
6684,IMG_20260604_070005,0.9162,568536,602993,1.0606,936,979,1.0459,1216,1203,0.9893
6684,IMG_20260604_070005_1,0.928,558108,590581,1.0582,846,928,1.0969,1216,1197,0.9844
6684,IMG_20260604_070008,0.9099,486630,517739,1.0639,912,935,1.0252,1062,1050,0.9887
6684,IMG_20260604_070009,0.9107,517968,550571,1.0629,900,941,1.0456,1036,1030,0.9942
6684,IMG_20260604_070013,0.9396,487590,514739,1.0557,840,877,1.044,1081,1069,0.9889
6684,IMG_20260604_070018,0.9195,514710,545222,1.0593,816,839,1.0282,1229,1216,0.9894
6684,IMG_20260604_070019,0.9179,544170,574703,1.0561,840,864,1.0286,1216,1203,0.9893
6684,IMG_20260604_070019_1,0.916,516822,550656,1.0655,816,851,1.0429,1229,1216,0.9894
6684,IMG_20260604_070020,0.9243,537948,568796,1.0573,816,857,1.0502,1196,1222,1.0217
6684,IMG_20260604_070020_1,0.9371,539502,571478,1.0593,912,934,1.0241,1145,1146,1.0009
6684,IMG_20260604_070021,0.9342,526836,555840,1.0551,840,877,1.044,1120,1120,1.0
6684,IMG_20260604_070022,0.9123,519588,551522,1.0615,816,845,1.0355,1203,1184,0.9842
6684,IMG_20260604_070022_1,0.9065,465192,490418,1.0542,810,864,1.0667,998,954,0.9559
6684,IMG_20260604_070023,0.905,509118,529218,1.0395,840,870,1.0357,1075,1043,0.9702
6684,IMG_20260604_070023_1,0.8975,546756,558749,1.0219,840,877,1.044,1126,1101,0.9778
6690,IMG_20260604_070356,0.918,610404,648945,1.0631,1128,1171,1.0381,1216,1203,0.9893
6690,IMG_20260604_070356_1,0.9321,692412,735878,1.0628,1176,1229,1.0451,1267,1261,0.9953
6690,IMG_20260604_070357,0.9367,677100,719862,1.0632,1248,1299,1.0409,1203,1203,1.0
6690,IMG_20260604_070357_1,0.9372,668100,711396,1.0648,1254,1331,1.0614,1216,1190,0.9786
6690,IMG_20260604_070358,0.9108,735096,782161,1.064,1200,1273,1.0608,1241,1222,0.9847
6690,IMG_20260604_070358_1,0.9246,815400,869180,1.066,1140,1216,1.0667,1344,1338,0.9955
6690,IMG_20260604_070359,0.9299,880764,934191,1.0607,1134,1191,1.0503,1420,1408,0.9915
6690,IMG_20260604_070359_1,0.9174,908574,965585,1.0627,1080,1126,1.0426,1446,1440,0.9959
6690,IMG_20260604_070400,0.8993,938652,992895,1.0578,1080,1139,1.0546,1420,1414,0.9958
6690,IMG_20260604_070401,0.8993,951240,1002534,1.0539,1080,1120,1.037,1395,1389,0.9957
6690,IMG_20260604_070401_1,0.9052,973674,1027470,1.0553,1104,1146,1.038,1420,1414,0.9958
6690,IMG_20260604_070401_2,0.9092,997068,1056648,1.0598,1104,1165,1.0553,1548,1542,0.9961
6690,IMG_20260604_070402,0.9289,1004466,1066781,1.062,1152,1197,1.0391,1574,1555,0.9879
6690,IMG_20260604_070404,0.9184,587958,624895,1.0628,1134,1191,1.0503,1062,1056,0.9944
6690,IMG_20260604_070404_1,0.9191,661932,704545,1.0644,1116,1178,1.0556,1113,1114,1.0009
6690,IMG_20260604_070405,0.9349,789288,836014,1.0592,1176,1236,1.051,1216,1203,0.9893
6690,IMG_20260604_070405_1,0.9296,892416,946729,1.0609,1134,1191,1.0503,1369,1350,0.9861
6690,IMG_20260604_070406,0.9348,916506,972279,1.0609,1200,1254,1.045,1369,1363,0.9956
6690,IMG_20260604_070406_1,0.9353,923190,981098,1.0627,1248,1306,1.0465,1369,1370,1.0007
6690,IMG_20260604_070406_2,0.9365,919764,975307,1.0604,1224,1274,1.0408,1446,1421,0.9827
6690,IMG_20260604_070411,0.9295,621372,654278,1.053,1296,1363,1.0517,729,704,0.9657
6690,IMG_20260604_070412,0.8785,741960,788881,1.0632,1008,1069,1.0605,1216,1210,0.9951
6690,IMG_20260604_070413,0.8887,739374,781801,1.0574,1056,1101,1.0426,1292,1267,0.9807
6690,IMG_20260604_070415,0.9386,581352,606656,1.0435,912,935,1.0252,1254,1222,0.9745
6690,IMG_20260604_070416,0.9307,635244,675434,1.0633,1200,1261,1.0508,1164,1152,0.9897
6690,IMG_20260604_070417,0.9319,640794,681477,1.0635,1224,1286,1.0507,1164,1152,0.9897
6690,IMG_20260604_070417_1,0.9312,575538,610811,1.0613,1200,1254,1.045,1113,1107,0.9946
6690,IMG_20260604_070418,0.9316,665082,707815,1.0643,1224,1280,1.0458,1190,1171,0.984
6690,IMG_20260604_070418_1,0.9332,693876,739613,1.0659,1200,1273,1.0608,1209,1210,1.0008
6690,IMG_20260604_070419,0.9356,715776,757907,1.0589,1248,1293,1.0361,1216,1210,0.9951
6690,IMG_20260604_070419_1,0.937,754344,799234,1.0595,1218,1280,1.0509,1267,1261,0.9953
6690,IMG_20260604_070420,0.9352,762486,808693,1.0606,1218,1286,1.0558,1267,1254,0.9897
6690,IMG_20260604_070420_1,0.9403,782730,829976,1.0604,1200,1255,1.0458,1260,1261,1.0008
6690,IMG_20260604_070420_2,0.9394,812580,861242,1.0599,1224,1280,1.0458,1312,1312,1.0
6690,IMG_20260604_070421,0.9378,827802,876896,1.0593,1200,1255,1.0458,1369,1344,0.9817
6690,IMG_20260604_070422,0.9369,851550,901221,1.0583,1224,1274,1.0408,1369,1350,0.9861
6690,IMG_20260604_070422_1,0.9383,846882,897807,1.0601,1200,1255,1.0458,1356,1357,1.0007
6690,IMG_20260604_070423,0.9371,852402,904289,1.0609,1248,1287,1.0312,1363,1363,1.0
6690,IMG_20260604_070423_1,0.9374,848358,899213,1.0599,1248,1287,1.0312,1363,1363,1.0
6690,IMG_20260604_070424,0.9386,852132,903711,1.0605,1272,1319,1.0369,1363,1363,1.0
6690,IMG_20260604_070424_1,0.9377,854754,905234,1.0591,1272,1319,1.0369,1395,1376,0.9864
6690,IMG_20260604_070424_2,0.9356,851868,907952,1.0658,1224,1299,1.0613,1388,1389,1.0007
6690,IMG_20260604_070425,0.9386,859476,911419,1.0604,1296,1338,1.0324,1420,1408,0.9915
6690,IMG_20260604_070425_1,0.9383,826218,876061,1.0603,1320,1370,1.0379,1369,1350,0.9861
6690,IMG_20260604_070426,0.936,836832,892127,1.0661,1296,1357,1.0471,1420,1395,0.9824
6690,IMG_20260604_070426_1,0.9354,844320,900021,1.066,1260,1344,1.0667,1395,1370,0.9821
6690,IMG_20260604_070426_2,0.94,835458,887288,1.062,1290,1357,1.0519,1350,1350,1.0
6690,IMG_20260604_070427,0.936,833316,889374,1.0673,1260,1344,1.0667,1369,1370,1.0007
6693,IMG_20260604_070313,0.9308,733380,775399,1.0573,1128,1191,1.0559,1408,1376,0.9773
6693,IMG_20260604_070317,0.9203,803004,849110,1.0574,1104,1132,1.0254,1587,1562,0.9842
6693,IMG_20260604_070318,0.9389,793770,835651,1.0528,1080,1140,1.0556,1484,1472,0.9919
6693,IMG_20260604_070318_1,0.9379,668994,706338,1.0558,1104,1140,1.0326,1229,1223,0.9951
6693,IMG_20260604_070319,0.9304,681576,718659,1.0544,1080,1133,1.0491,1229,1210,0.9845
6693,IMG_20260604_070321,0.9347,692100,731979,1.0576,1080,1139,1.0546,1287,1267,0.9845
6693,IMG_20260604_070322,0.9343,819144,867194,1.0587,1104,1171,1.0607,1587,1568,0.988
6693,IMG_20260604_070323,0.9249,889512,934642,1.0507,1248,1293,1.0361,1689,1638,0.9698
6693,IMG_20260604_070323_1,0.9384,840060,886833,1.0557,1104,1165,1.0553,1639,1606,0.9799
6693,IMG_20260604_070324,0.9291,841350,892129,1.0604,1128,1159,1.0275,1587,1574,0.9918
6693,IMG_20260604_070324_1,0.933,831684,883576,1.0624,1104,1152,1.0435,1619,1600,0.9883
6693,IMG_20260604_070324_2,0.9449,843534,881799,1.0454,1104,1152,1.0435,1607,1593,0.9913
6693,IMG_20260604_070325,0.9318,835530,886363,1.0608,1056,1113,1.054,1588,1542,0.971
6693,IMG_20260604_070325_1,0.9294,809682,858757,1.0606,1110,1178,1.0613,1434,1415,0.9868
6693,IMG_20260604_070325_2,0.9313,784326,832994,1.0621,1128,1178,1.0443,1357,1344,0.9904
6693,IMG_20260604_070326,0.9368,711084,749723,1.0543,1104,1159,1.0498,1204,1164,0.9668
6693,IMG_20260604_070327,0.9271,754560,786892,1.0428,1104,1158,1.0489,1280,1248,0.975
6693,IMG_20260604_070327_1,0.933,787218,835538,1.0614,1128,1190,1.055,1350,1332,0.9867
6693,IMG_20260604_070328,0.9228,774534,812635,1.0492,1104,1152,1.0435,1357,1318,0.9713
6693,IMG_20260604_070328_1,0.9375,783762,830593,1.0598,1056,1113,1.054,1395,1370,0.9821
6693,IMG_20260604_070329,0.9361,790602,836084,1.0575,1104,1158,1.0489,1408,1370,0.973
6693,IMG_20260604_070329_1,0.9306,720432,767546,1.0654,1104,1171,1.0607,1203,1191,0.99
6693,IMG_20260604_070329_2,0.9217,745326,786429,1.0551,1128,1165,1.0328,1280,1261,0.9852
6693,IMG_20260604_070330,0.9325,780774,824978,1.0566,1128,1184,1.0496,1325,1312,0.9902
6693,IMG_20260604_070330_1,0.9297,795042,840982,1.0578,1128,1171,1.0381,1357,1338,0.986
6693,IMG_20260604_070331,0.9271,780750,828011,1.0605,1104,1165,1.0553,1331,1312,0.9857
6693,IMG_20260604_070331_1,0.9347,785610,831729,1.0587,1032,1094,1.0601,1382,1331,0.9631
6693,IMG_20260604_070332,0.9293,849780,901309,1.0606,1104,1159,1.0498,1536,1504,0.9792
6693,IMG_20260604_070332_1,0.9354,839310,886376,1.0561,1080,1126,1.0426,1613,1587,0.9839
6693,IMG_20260604_070332_2,0.934,838218,890181,1.062,1104,1158,1.0489,1689,1664,0.9852
6693,IMG_20260604_070333,0.9322,842868,894290,1.061,1104,1171,1.0607,1715,1696,0.9889
6693,IMG_20260604_070333_1,0.933,847248,897524,1.0593,1128,1165,1.0328,1740,1709,0.9822
6693,IMG_20260604_070334,0.933,814122,865661,1.0633,1104,1158,1.0489,1613,1587,0.9839
6693,IMG_20260604_070334_1,0.9311,714690,757617,1.0601,1056,1101,1.0426,1177,1165,0.9898
6693,IMG_20260604_070334_2,0.9291,738324,784593,1.0627,1104,1177,1.0661,1357,1344,0.9904
6693,IMG_20260604_070335,0.937,829848,877483,1.0574,1104,1164,1.0543,1664,1639,0.985
6693,IMG_20260604_070335_1,0.9349,843834,892925,1.0582,1128,1178,1.0443,1716,1690,0.9848
6693,IMG_20260604_070336,0.9303,859386,914731,1.0644,1086,1158,1.0663,1818,1798,0.989
6693,IMG_20260604_070336_1,0.9296,877326,933097,1.0636,1080,1146,1.0611,1741,1728,0.9925
6693,IMG_20260604_070336_2,0.9288,883986,943191,1.067,1074,1145,1.0661,1741,1722,0.9891
6693,IMG_20260604_070337,0.9284,890016,949116,1.0664,1074,1145,1.0661,1709,1715,1.0035
6693,IMG_20260604_070337_1,0.9264,918912,975160,1.0612,1098,1158,1.0546,1869,1843,0.9861
6693,IMG_20260604_070338,0.9257,907104,962634,1.0612,1176,1216,1.034,1894,1856,0.9799
6693,IMG_20260604_070338_1,0.9291,866958,922532,1.0641,1080,1152,1.0667,1715,1696,0.9889
6693,IMG_20260604_070338_2,0.9141,941856,996058,1.0575,1200,1267,1.0558,1920,1895,0.987
6693,IMG_20260604_070339,0.9424,902664,945992,1.048,1104,1152,1.0435,1715,1689,0.9848
6693,IMG_20260604_070339_2,0.9421,934476,977964,1.0465,1080,1126,1.0426,1792,1772,0.9888
6693,IMG_20260604_070340,0.9336,926088,980431,1.0587,1128,1171,1.0381,1843,1818,0.9864
6693,IMG_20260604_070340_1,0.9351,893724,945510,1.0579,1128,1171,1.0381,1818,1779,0.9785
6693,IMG_20260604_070341,0.9346,893628,947878,1.0607,1128,1165,1.0328,1767,1760,0.996
6693,IMG_20260604_070341_1,0.9211,973530,1034999,1.0631,1110,1165,1.0495,2380,2343,0.9845
6697,IMG_20260604_065045,0.9243,696630,732956,1.0521,1056,1107,1.0483,1114,1095,0.9829
6697,IMG_20260604_065048,0.9293,540642,568256,1.0511,816,852,1.0441,1280,1255,0.9805
6697,IMG_20260604_065049,0.9383,520320,546137,1.0496,816,851,1.0429,1255,1241,0.9888
6697,IMG_20260604_065049_1,0.9349,547188,576498,1.0536,840,851,1.0131,1293,1273,0.9845
6697,IMG_20260604_065050,0.93,524598,556177,1.0602,888,909,1.0236,1306,1267,0.9701
6697,IMG_20260604_065051,0.9231,500226,530730,1.061,882,941,1.0669,1228,1203,0.9796
6697,IMG_20260604_065055,0.9182,500238,527437,1.0544,816,851,1.0429,1255,1228,0.9785
6697,IMG_20260604_065056,0.9227,495342,523849,1.0576,768,806,1.0495,1280,1242,0.9703
6697,IMG_20260604_065056_1,0.9333,541740,566458,1.0456,768,806,1.0495,1280,1268,0.9906
6699,IMG_20260604_064713,0.9321,815736,864550,1.0598,1104,1133,1.0263,1581,1594,1.0082
6699,IMG_20260604_064714,0.9305,828864,876772,1.0578,1104,1146,1.038,1612,1588,0.9851
6699,IMG_20260604_064714_1,0.9299,800226,843235,1.0537,1080,1120,1.037,1664,1638,0.9844
6699,IMG_20260604_064715,0.9268,744600,789056,1.0597,1128,1171,1.0381,1408,1376,0.9773
6699,IMG_20260604_064716,0.9303,735456,775466,1.0544,1128,1178,1.0443,1357,1331,0.9808
6699,IMG_20260604_064716_1,0.9301,724752,766934,1.0582,1080,1139,1.0546,1383,1369,0.9899
6699,IMG_20260604_064716_2,0.9245,772362,818523,1.0598,1104,1146,1.038,1459,1459,1.0
6699,IMG_20260604_064717,0.928,795384,838569,1.0543,1080,1133,1.0491,1638,1594,0.9731
6699,IMG_20260604_064717_1,0.9287,788094,833361,1.0574,1080,1113,1.0306,1664,1632,0.9808
6699,IMG_20260604_064718,0.909,796794,837898,1.0516,1080,1133,1.0491,1690,1664,0.9846
6699,IMG_20260604_064718_1,0.9242,782298,827003,1.0571,1104,1146,1.038,1613,1574,0.9758
6699,IMG_20260604_064719,0.9307,802014,847392,1.0566,1032,1094,1.0601,1523,1511,0.9921
6699,IMG_20260604_064720,0.9326,836652,881982,1.0542,1080,1127,1.0435,1638,1599,0.9762
6699,IMG_20260604_064720_1,0.9295,794670,838333,1.0549,1104,1145,1.0371,1613,1593,0.9876
6699,IMG_20260604_064720_2,0.9311,785514,826829,1.0526,1104,1146,1.038,1588,1575,0.9918
6699,IMG_20260604_064721,0.9302,794118,837616,1.0548,1104,1145,1.0371,1638,1607,0.9811
6699,IMG_20260604_064721_1,0.9335,791682,836611,1.0568,1104,1133,1.0263,1568,1568,1.0
6699,IMG_20260604_064722,0.9295,768216,816886,1.0634,1080,1140,1.0556,1600,1575,0.9844
6699,IMG_20260604_064722_1,0.9339,812376,856554,1.0544,1104,1139,1.0317,1639,1594,0.9725
6699,IMG_20260604_064722_2,0.934,797454,842732,1.0568,1104,1152,1.0435,1620,1619,0.9994
6699,IMG_20260604_064723,0.9352,805812,847647,1.0519,1104,1139,1.0317,1689,1644,0.9734
6699,IMG_20260604_064723_1,0.9357,808734,850742,1.0519,1080,1107,1.025,1639,1607,0.9805
6699,IMG_20260604_064723_2,0.9365,776880,816926,1.0515,1104,1145,1.0371,1613,1575,0.9764
6699,IMG_20260604_064724,0.9339,798882,839464,1.0508,1104,1133,1.0263,1613,1587,0.9839
6699,IMG_20260604_064724_1,0.9361,794364,837270,1.054,1104,1145,1.0371,1600,1594,0.9962
6699,IMG_20260604_064729,0.927,4002080,4240420,1.0596,2081,2194,1.0543,2990,2984,0.998
6699,IMG_20260604_064736,0.9301,769422,814948,1.0592,1128,1171,1.0381,1587,1575,0.9924
6699,IMG_20260604_064737,0.9349,846288,893185,1.0554,1128,1178,1.0443,1613,1593,0.9876
6699,IMG_20260604_064737_1,0.9357,831918,874029,1.0506,1128,1171,1.0381,1588,1549,0.9754
6699,IMG_20260604_064738,0.9363,825480,866505,1.0497,1128,1171,1.0381,1588,1548,0.9748
6699,IMG_20260604_064745,0.9323,1083306,1150277,1.0618,1158,1209,1.044,1843,1837,0.9967
6699,IMG_20260604_064753,0.9352,2441492,2573857,1.0542,1985,2086,1.0509,2162,2161,0.9995
6699,IMG_20260604_064754,0.9215,4407063,4666533,1.0589,2081,2200,1.0572,2914,2913,0.9997
6699,IMG_20260604_064755,0.9214,5214716,5466716,1.0483,2153,2264,1.0516,3347,3327,0.994
6700,IMG_20260604_070504,0.865,607836,642938,1.0577,984,1024,1.0407,1036,1030,0.9942
6700,IMG_20260604_070505,0.7963,584712,618177,1.0572,984,1018,1.0346,1446,1427,0.9869
6700,IMG_20260604_070505_1,0.9204,321762,335564,1.0429,696,717,1.0302,922,883,0.9577
6700,IMG_20260604_070506,0.9142,318486,332869,1.0452,696,717,1.0302,947,909,0.9599
6700,IMG_20260604_070506_1,0.9299,331578,344418,1.0387,696,723,1.0388,947,915,0.9662
6700,IMG_20260604_070506_2,0.9258,308136,324033,1.0516,720,730,1.0139,896,883,0.9855
6700,IMG_20260604_070507,0.9145,262026,275321,1.0507,672,716,1.0655,716,691,0.9651
6700,IMG_20260604_070507_1,0.9347,261930,273413,1.0438,696,723,1.0388,691,652,0.9436
6700,IMG_20260604_070507_2,0.9327,279918,292358,1.0444,696,730,1.0489,768,736,0.9583
6700,IMG_20260604_070508,0.9313,320214,332366,1.0379,696,730,1.0489,896,877,0.9788
6700,IMG_20260604_070508_1,0.9226,333030,341302,1.0248,696,730,1.0489,947,928,0.9799
6700,IMG_20260604_070508_2,0.9392,346224,362921,1.0482,696,724,1.0402,999,972,0.973
6700,IMG_20260604_070509,0.9391,341856,356482,1.0428,696,711,1.0216,998,960,0.9619
6700,IMG_20260604_070509_1,0.9305,339966,349546,1.0282,696,717,1.0302,921,903,0.9805
6700,IMG_20260604_070510,0.9305,336576,346941,1.0308,672,704,1.0476,922,890,0.9653
6700,IMG_20260604_070510_1,0.9312,324072,336854,1.0394,672,710,1.0565,922,896,0.9718
6700,IMG_20260604_070511,0.9263,331158,349049,1.054,696,716,1.0287,947,915,0.9662
6700,IMG_20260604_070511_1,0.9222,323028,339359,1.0506,696,710,1.0201,922,889,0.9642
6700,IMG_20260604_070511_2,0.8918,436110,463826,1.0636,1152,1197,1.0391,832,832,1.0
6700,IMG_20260604_070512,0.9003,492960,520053,1.055,1200,1241,1.0342,908,902,0.9934
6700,IMG_20260604_070512_1,0.9115,531684,563673,1.0602,1224,1260,1.0294,985,960,0.9746
6700,IMG_20260604_070512_2,0.9094,558252,592649,1.0616,1200,1255,1.0458,953,954,1.001
6700,IMG_20260604_070513,0.9065,572226,603557,1.0548,1200,1248,1.04,985,973,0.9878
6700,IMG_20260604_070513_1,0.9063,592284,626060,1.057,1200,1274,1.0617,1036,1024,0.9884
6700,IMG_20260604_070514,0.8967,720678,760639,1.0554,1272,1331,1.0464,1267,1242,0.9803
6700,IMG_20260604_070514_1,0.9206,762684,804909,1.0554,1272,1344,1.0566,1241,1235,0.9952
6700,IMG_20260604_070514_2,0.918,732594,776767,1.0603,1272,1331,1.0464,1267,1248,0.985
6700,IMG_20260604_070515,0.9244,670098,708144,1.0568,1296,1363,1.0517,960,934,0.9729
6700,IMG_20260604_070515_1,0.9241,684162,724947,1.0596,1272,1331,1.0464,1062,1050,0.9887
6700,IMG_20260604_070517,0.9233,920640,976075,1.0602,1152,1216,1.0556,1523,1517,0.9961
6700,IMG_20260604_070518,0.9259,915924,969138,1.0581,1176,1235,1.0502,1446,1434,0.9917
6700,IMG_20260604_070518_1,0.9227,890772,943478,1.0592,1176,1242,1.0561,1420,1395,0.9824
6700,IMG_20260604_070518_2,0.9252,917064,973749,1.0618,1200,1254,1.045,1472,1446,0.9823
6700,IMG_20260604_070519,0.9257,922326,982060,1.0648,1176,1248,1.0612,1446,1440,0.9959
6700,IMG_20260604_070519_1,0.9277,903744,961504,1.0639,1152,1223,1.0616,1420,1395,0.9824
6700,IMG_20260604_070520,0.9263,901356,957438,1.0622,1176,1229,1.0451,1395,1376,0.9864
6700,IMG_20260604_070520_1,0.9217,902472,961825,1.0658,1158,1235,1.0665,1369,1357,0.9912
6700,IMG_20260604_070520_2,0.9294,925194,977717,1.0568,1224,1268,1.0359,1344,1325,0.9859
6700,IMG_20260604_070521,0.9329,895980,951809,1.0623,1212,1274,1.0512,1344,1325,0.9859
6700,IMG_20260604_070521_1,0.9248,907866,965630,1.0636,1200,1261,1.0508,1344,1338,0.9955
6700,IMG_20260604_070522,0.9262,922914,976165,1.0577,1224,1261,1.0302,1344,1338,0.9955
6700,IMG_20260604_070522_1,0.931,926568,979772,1.0574,1224,1268,1.0359,1344,1331,0.9903
6700,IMG_20260604_070522_2,0.9311,939054,995802,1.0604,1248,1287,1.0312,1369,1344,0.9817
6700,IMG_20260604_070523,0.9285,930534,987262,1.061,1248,1287,1.0312,1369,1363,0.9956
6700,IMG_20260604_070523_1,0.9278,916782,973477,1.0618,1224,1261,1.0302,1395,1376,0.9864
6700,IMG_20260604_070524,0.9308,921192,976149,1.0597,1200,1255,1.0458,1344,1331,0.9903
6700,IMG_20260604_070524_1,0.9272,912060,966646,1.0598,1200,1236,1.03,1344,1331,0.9903
6700,IMG_20260604_070524_2,0.9198,938034,997151,1.063,1176,1241,1.0553,1344,1331,0.9903
6700,IMG_20260604_070525,0.9303,929814,985439,1.0598,1224,1268,1.0359,1318,1299,0.9856
